SID,NAME,ISO_TIME,TYPE_CODE,LAT,LON,PRESSURE,WIND_MS,YEAR,WIND_KMH
200108,Toraji,2001-07-29 00:00:00,4,21.3,122.8,965,40.0,2001,144.0
200116,Nari,2001-09-16 06:00:00,4,25.4,122.6,960,40.0,2001,144.0
200119,Lekima,2001-09-23 06:00:00,2,19.4,122.6,990,23.0,2001,82.8
200209,Fengshen,2002-07-27 06:00:00,2,34.8,122.2,990,20.0,2002,72.0
200214,Vongfong,2002-08-19 00:00:00,2,18.5,111.6,980,23.0,2002,82.8
200216,Sinlaku,2002-09-07 06:00:00,4,27.2,121.5,960,40.0,2002,144.0
200220,Mekkhala,2002-09-25 12:00:00,2,18.3,109.1,992,23.0,2002,82.8
200302,Kujira,2003-04-22 18:00:00,2,20.7,122.9,990,23.0,2003,82.8
200305,Nangka,2003-06-01 12:00:00,2,18.3,118.2,995,20.0,2003,72.0
200308,Koni,2003-07-21 00:00:00,3,18.3,112.0,980,30.0,2003,108.0
200307,Imbudo,2003-07-22 18:00:00,5,18.0,118.4,950,45.0,2003,162.0
200309,Morakot,2003-08-02 18:00:00,2,20.1,123.0,995,20.0,2003,72.0
200312,Krovanh,2003-08-23 18:00:00,4,18.1,115.8,970,35.0,2003,126.0
200311,Vamco,2003-08-19 18:00:00,2,25.3,122.4,990,23.0,2003,82.8
200313,Dujuan,2003-09-01 12:00:00,5,21.2,121.9,950,45.0,2003,162.0
200319,Melor,2003-11-01 12:00:00,3,18.4,121.2,985,28.0,2003,100.8
200320,Nepartak,2003-11-18 00:00:00,4,18.1,108.8,975,33.0,2003,118.8
200404,Conson,2004-06-08 00:00:00,3,18.6,119.4,980,30.0,2004,108.0
200407,Mindulle,2004-06-29 12:00:00,5,18.9,123.0,950,45.0,2004,162.0
200409,Kompasu,2004-07-14 06:00:00,2,21.0,122.8,995,20.0,2004,72.0
200414,Rananim,2004-08-12 06:00:00,5,27.4,122.6,950,45.0,2004,162.0
200418,Aere,2004-08-24 12:00:00,4,25.4,122.9,965,40.0,2004,144.0
200425,Nock-ten,2004-10-24 18:00:00,5,22.7,122.4,955,45.0,2004,162.0
200428,Nanmadol,2004-12-03 00:00:00,4,18.1,119.1,975,33.0,2004,118.8
200505,Haitang,2005-07-18 00:00:00,5,23.8,121.8,950,45.0,2005,162.0
200509,Matsa,2005-08-05 12:00:00,5,27.4,122.2,950,45.0,2005,162.0
200510,Sanvu,2005-08-11 18:00:00,2,18.2,122.3,995,20.0,2005,72.0
200513,Talim,2005-08-31 12:00:00,6,23.8,122.9,935,55.0,2005,198.0
200515,Khanun,2005-09-11 00:00:00,5,27.3,122.7,945,50.0,2005,180.0
200518,Damrey,2005-09-21 00:00:00,2,18.0,122.8,996,18.0,2005,64.8
200519,Longwang,2005-10-01 18:00:00,5,23.5,122.5,940,50.0,2005,180.0
200601,Chanchu,2006-05-16 12:00:00,5,18.8,115.1,950,45.0,2006,162.0
200602,Jelawat,2006-06-27 12:00:00,2,18.1,113.8,996,18.0,2006,64.8
200604,Bilis,2006-07-13 12:00:00,3,24.3,122.5,975,30.0,2006,108.0
200605,Kaemi,2006-07-24 06:00:00,4,21.6,122.9,960,40.0,2006,144.0
200606,Prapiroon,2006-08-02 00:00:00,3,18.1,115.2,985,28.0,2006,100.8
200608,Saomai,2006-08-10 00:00:00,6,26.5,122.5,915,60.0,2006,216.0
200609,Bopha,2006-08-08 12:00:00,2,23.1,122.7,990,23.0,2006,82.8
200620,Cimaron,2006-10-31 12:00:00,4,18.3,116.6,960,40.0,2006,144.0
200707,Pabuk,2007-08-07 12:00:00,3,22.1,122.1,980,30.0,2007,108.0
200708,Wutip,2007-08-08 18:00:00,2,22.3,122.6,995,18.0,2007,64.8
200709,Sepat,2007-08-17 12:00:00,6,21.8,122.9,935,55.0,2007,198.0
200713,Wipha,2007-09-18 06:00:00,6,25.5,122.6,935,55.0,2007,198.0
200715,Lekima,2007-10-02 18:00:00,3,18.0,109.1,980,30.0,2007,108.0
200716,Krosa,2007-10-06 06:00:00,6,24.5,122.2,935,55.0,2007,198.0
200722,Peipah,2007-11-05 18:00:00,3,18.0,118.8,985,28.0,2007,100.8
200724,Mitag,2007-11-26 00:00:00,4,18.3,121.4,970,35.0,2007,126.0
200801,Neoguri,2008-04-18 06:00:00,4,18.5,111.3,970,35.0,2008,126.0
200806,Fengshen,2008-06-23 12:00:00,3,18.0,116.4,985,28.0,2008,100.8
200807,Kalmaegi,2008-07-17 00:00:00,4,22.4,123.0,975,33.0,2008,118.8
200808,Fung-wong,2008-07-27 18:00:00,5,23.0,122.4,955,45.0,2008,162.0
200812,Nuri,2008-08-19 18:00:00,4,18.5,123.0,960,40.0,2008,144.0
200813,Sinlaku,2008-09-13 00:00:00,5,24.1,122.8,945,50.0,2008,180.0
200814,Hagupit,2008-09-22 06:00:00,5,19.3,122.1,950,45.0,2008,162.0
200815,Jangmi,2008-09-28 06:00:00,6,23.9,122.4,935,55.0,2008,198.0
200817,Higos,2008-10-03 06:00:00,2,18.3,111.2,998,18.0,2008,64.8
200903,Linfa,2009-06-19 06:00:00,2,18.4,117.3,990,23.0,2009,82.8
200904,Nangka,2009-06-25 18:00:00,2,18.4,116.9,996,20.0,2009,72.0
200906,Molave,2009-07-17 06:00:00,3,19.5,122.6,990,25.0,2009,90.0
200907,Goni,2009-08-02 06:00:00,2,18.0,116.9,992,18.0,2009,64.8
200908,Morakot,2009-08-07 06:00:00,4,23.6,122.4,950,40.0,2009,144.0
200917,Parma,2009-10-03 12:00:00,4,18.2,121.6,960,40.0,2009,144.0
201002,Conson,2010-07-16 12:00:00,4,18.2,109.6,970,35.0,2010,126.0
201003,Chanthu,2010-07-20 12:00:00,2,18.3,114.5,990,23.0,2010,82.8
201011,Fanapi,2010-09-19 00:00:00,5,23.7,121.7,950,45.0,2010,162.0
201013,Megi,2010-10-20 12:00:00,5,18.4,117.2,940,50.0,2010,180.0
201101,Aere,2011-05-09 12:00:00,2,18.0,122.2,995,18.0,2011,64.8
201103,Sarika,2011-06-10 00:00:00,2,18.7,117.6,995,20.0,2011,72.0
201108,Nock-ten,2011-07-28 00:00:00,2,18.1,116.8,990,23.0,2011,82.8
201111,Nanmadol,2011-08-26 18:00:00,6,18.0,122.7,935,55.0,2011,198.0
201117,Nesat,2011-09-28 12:00:00,4,18.2,114.8,965,38.0,2011,136.8
201119,Nalgae,2011-10-04 00:00:00,3,18.2,111.1,990,25.0,2011,90.0
201206,Doksuri,2012-06-28 06:00:00,2,19.1,122.4,995,20.0,2012,72.0
201209,Saola,2012-08-01 12:00:00,4,24.0,123.0,960,40.0,2012,144.0
201210,Damrey,2012-08-02 06:00:00,4,33.8,122.2,960,40.0,2012,144.0
201211,Haikui,2012-08-07 12:00:00,5,28.1,123.0,960,45.0,2012,162.0
201213,Kai-tak,2012-08-15 00:00:00,3,18.0,121.9,990,25.0,2012,90.0
201214,Tembin,2012-08-23 12:00:00,5,22.7,122.6,950,45.0,2012,162.0
201223,Son-tinh,2012-10-27 18:00:00,5,18.1,108.0,955,42.0,2012,151.20000000000002
201224,Bopha,2012-12-08 18:00:00,2,18.0,119.0,992,20.0,2012,72.0
201305,Bebinca,2013-06-21 00:00:00,2,18.1,116.3,998,18.0,2013,64.8
201306,Rumbia,2013-07-01 00:00:00,3,18.3,114.0,988,25.0,2013,90.0
201307,Soulik,2013-07-12 18:00:00,5,24.7,122.5,950,42.0,2013,151.20000000000002
201308,Cimaron,2013-07-17 00:00:00,2,18.5,122.0,1000,18.0,2013,64.8
201309,Jebi,2013-08-02 06:00:00,3,18.7,111.8,980,30.0,2013,108.0
201310,Mangkhut,2013-08-07 00:00:00,2,18.0,108.6,992,23.0,2013,82.8
201311,Utor,2013-08-12 18:00:00,4,18.0,116.7,960,40.0,2013,144.0
201312,Trami,2013-08-21 06:00:00,4,25.6,122.8,975,33.0,2013,118.8
201315,Kong-rey,2013-08-28 00:00:00,3,21.0,122.8,988,25.0,2013,90.0
201319,Usagi,2013-09-20 18:00:00,6,20.4,122.7,920,58.0,2013,208.8
201323,Fitow,2013-10-06 06:00:00,5,26.1,123.0,955,42.0,2013,151.20000000000002
201329,Krosa,2013-10-31 12:00:00,5,18.2,121.8,955,42.0,2013,151.20000000000002
201330,Haiyan,2013-11-10 12:00:00,4,19.3,108.0,965,38.0,2013,136.8
201409,Rammasun,2014-07-17 18:00:00,6,18.5,113.4,920,58.0,2014,208.8
201410,Matmo,2014-07-22 06:00:00,5,21.9,122.7,955,42.0,2014,151.20000000000002
201415,Kalmaegi,2014-09-14 18:00:00,4,18.1,119.6,975,33.0,2014,118.8
201416,Fung-wong,2014-09-19 06:00:00,2,18.6,121.3,990,23.0,2014,82.8
201506,Noul,2015-05-10 12:00:00,6,18.6,122.3,930,55.0,2015,198.0
201508,Kujira,2015-06-22 06:00:00,3,18.4,110.9,982,25.0,2015,90.0
201509,Chan-hom,2015-07-11 00:00:00,5,28.6,122.8,950,45.0,2015,162.0
201510,Linfa,2015-07-05 06:00:00,2,18.0,120.3,992,23.0,2015,82.8
201513,Soudelor,2015-08-07 18:00:00,5,23.7,122.6,940,50.0,2015,180.0
201515,Goni,2015-08-21 00:00:00,5,19.2,122.9,950,45.0,2015,162.0
201521,Dujuan,2015-09-28 06:00:00,6,24.0,122.9,935,55.0,2015,198.0
201522,Mujigae,2015-10-03 00:00:00,3,18.5,115.5,985,28.0,2015,100.8
201524,Koppu,2015-10-19 06:00:00,3,18.0,120.1,985,28.0,2015,100.8
201601,NEPARTAK,2016-07-07 12:00:00,6,21.9,122.7,895,72.0,2016,259.2
201604,NIDA,2016-07-31 06:00:00,3,18.0,122.2,982,28.0,2016,100.8
201614,MERANTI,2016-09-13 12:00:00,6,20.4,122.9,890,75.0,2016,270.0
201616,MALAKAS,2016-09-17 00:00:00,5,24.1,123.0,940,50.0,2016,180.0
201617,MEGI,2016-09-27 06:00:00,5,24.0,121.6,950,45.0,2016,162.0
201621,SARIKA,2016-10-17 18:00:00,4,18.2,111.6,965,38.0,2016,136.8
201622,HAIMA,2016-10-20 00:00:00,5,18.3,120.3,950,45.0,2016,162.0
201702,MERBOK,2017-06-11 12:00:00,2,18.1,116.3,998,18.0,2017,64.8
201704,TALAS,2017-07-16 06:00:00,3,18.1,108.4,988,25.0,2017,90.0
201709,NESAT,2017-07-29 06:00:00,4,23.4,122.8,960,40.0,2017,144.0
201713,HATO,2017-08-21 12:00:00,2,20.4,122.9,990,23.0,2017,82.8
201714,PAKHAR,2017-08-26 06:00:00,2,18.1,118.4,990,23.0,2017,82.8
201720,KHANUN,2017-10-12 18:00:00,2,18.1,122.1,998,18.0,2017,64.8
201804,EWINIAR,2018-06-05 03:00:00,2,18.0,111.3,998,18.0,2018,64.8
201808,MARIA,2018-07-10 18:00:00,5,26.1,122.3,950,45.0,2018,162.0
201810,AMPIL,2018-07-22 00:00:00,3,30.7,122.9,980,28.0,2018,100.8
201812,JONGDARI,2018-08-02 18:00:00,2,30.7,122.6,985,23.0,2018,82.8
201814,YAGI,2018-08-12 09:00:00,3,27.2,122.9,985,25.0,2018,90.0
201818,RUMBIA,2018-08-16 12:00:00,2,30.4,123.0,985,23.0,2018,82.8
201822,MANGKHUT,2018-09-14 18:00:00,6,18.0,122.4,910,65.0,2018,234.0
201826,YUTU,2018-10-31 06:00:00,3,18.0,117.7,982,28.0,2018,100.8
201909,LEKIMA,2019-08-09 03:00:00,6,26.8,122.9,930,52.0,2019,187.20000000000002
201911,BAILU,2019-08-23 21:00:00,3,21.1,122.6,980,30.0,2019,108.0
201918,MITAG,2019-09-30 00:00:00,4,21.7,123.0,975,33.0,2019,118.8
201926,KALMAEGI,2019-11-18 12:00:00,3,18.9,122.9,980,30.0,2019,108.0
202001,Vongfong,2020-05-16 06:00:00,2,18.1,119.8,998,18.0,2020,64.8
202002,Nuri,2020-06-13 00:00:00,2,18.2,115.8,995,20.0,2020,72.0
202004,Hagupit,2020-08-03 03:00:00,3,25.6,123.0,985,30.0,2020,108.0
202006,Mekkhala,2020-08-10 00:00:00,2,19.0,118.5,1000,18.0,2020,64.8
202016,Nangka,2020-10-12 12:00:00,2,18.1,114.6,992,20.0,2020,72.0
202020,Atsani,2020-11-05 18:00:00,3,20.7,122.9,985,28.0,2020,100.8
202103,Choi-wan,2021-06-03 12:00:00,2,18.5,118.2,995,20.0,2021,72.0
202106,In-fa,2021-07-25 00:00:00,4,29.7,123.0,968,35.0,2021,126.0
202114,Chanthu,2021-09-10 12:00:00,6,18.7,122.8,905,68.0,2021,244.8
202117,Lionrock,2021-10-08 03:00:00,2,18.2,110.9,990,20.0,2021,72.0
202118,Kompasu,2021-10-11 06:00:00,2,18.7,123.0,990,23.0,2021,82.8
202122,Rai,2021-12-20 06:00:00,3,18.1,111.1,985,28.0,2021,100.8
202203,Chaba,2022-07-01 00:00:00,3,18.2,114.2,978,28.0,2022,100.8
202207,Mulan,2022-08-09 09:00:00,2,18.0,113.0,995,20.0,2022,72.0
202209,Ma-on,2022-08-23 12:00:00,3,18.4,120.4,985,25.0,2022,90.0
202212,Muifa,2022-09-14 03:00:00,5,28.4,123.0,945,48.0,2022,172.8
202220,Nesat,2022-10-15 18:00:00,2,19.1,122.3,990,23.0,2022,82.8
202222,Nalgae,2022-10-31 18:00:00,4,18.5,116.2,975,33.0,2022,118.8
202304,TALIM,2023-07-15 06:00:00,2,18.1,118.1,998,18.0,2023,64.8
202305,DOKSURI,2023-07-25 12:00:00,6,18.8,122.8,925,58.0,2023,208.8
202309,SAOLA,2023-08-29 12:00:00,6,19.3,122.7,925,58.0,2023,208.8
202311,HAIKUI,2023-09-02 21:00:00,5,22.5,122.8,945,48.0,2023,172.8
202314,KOINU,2023-10-04 06:00:00,6,22.1,122.7,935,52.0,2023,187.20000000000002
202316,SANBA,2023-10-18 12:00:00,2,18.1,108.8,998,20.0,2023,72.0
202403,GAEMI,2024-07-24 03:00:00,6,23.9,122.9,935,52.0,2024,187.20000000000002
202404,PRAPIROON,2024-07-21 15:00:00,3,18.3,110.6,988,25.0,2024,90.0
202411,YAGI,2024-09-02 18:00:00,2,18.1,120.8,995,20.0,2024,72.0
202413,BEBINCA,2024-09-15 21:00:00,5,30.7,122.5,965,42.0,2024,151.20000000000002
202414,PULASAN,2024-09-19 09:00:00,2,30.2,122.7,995,23.0,2024,82.8
202418,KRATHON,2024-09-29 12:00:00,5,19.8,123.0,950,45.0,2024,162.0
202421,KONG-REY,2024-10-30 18:00:00,6,21.0,122.8,930,55.0,2024,198.0
202422,YINXING,2024-11-07 06:00:00,6,18.5,122.4,920,62.0,2024,223.20000000000002
202423,TORAJI,2024-11-11 18:00:00,3,18.2,119.1,985,25.0,2024,90.0
202424,MAN-YI,2024-11-18 00:00:00,3,18.1,118.2,980,30.0,2024,108.0
202425,USAGI,2024-11-14 06:00:00,6,18.0,122.1,935,52.0,2024,187.20000000000002
